index,month,day,hour,dni,temp,wind,step_weight,azimuth,zenith,Absorbed power (kW),Field efficiency (%),Max flux (kW/m^2),Average flux (kW/m^2),Peak concentration ratio (-),Average concentration ratio (-),Shadowing and cosine efficiency (%),Blocking efficiency (%),Reflection and attenuation efficiency (%),Intercept efficiency (%),Absorption efficiency (%),Field efficiency w/o receiver (%)
13,1.0,15.0,10.443850913078677,700.518791109653,10.971428571428573,5.6000000000000005,7.0,155.62027525248203,59.876128062745735,5470.965788317059,42.7298119055135,127.07565952912041,1.6765367756427105,181.4022138190282,2.3932788055363963,92.21810423413852,99.82731543487276,88.2534,55.96917174606417,93.96910122613538,45.472193889228315
14,1.0,15.0,11.443850913078677,641.6046153081203,12.614285714285714,6.914285714285714,7.0,171.58787662915924,56.37846266545591,5135.8989093069995,43.796132311590036,116.3363795904888,1.572424581591573,181.32098307089038,2.4507688131832426,94.31057257083617,99.86126727358456,88.2272,56.055515704025204,94.02805562529866,46.57772833899428
15,1.0,15.0,12.443850913078677,672.7716053429223,13.0,7.5857142857142845,7.0,188.4057818547989,56.369977823066684,5401.3815280741155,43.926234216796516,123.25699555196293,1.6479928413887546,183.2077848902926,2.449557663107299,94.34571813877616,99.8640633283641,88.2764,56.199209586598364,93.97616625490481,46.74188782893015
16,1.0,15.0,13.443850913078677,654.6317661483141,13.557142857142857,6.542857142857143,7.0,204.38265851650095,59.852211619647036,5173.444566260019,43.23838814938308,119.2589632670772,1.5425658529942259,182.17717109691523,2.356387106098271,92.13693232537882,99.8383601146215,88.2208,56.70302072476504,93.96391886750895,46.01594811126395
17,1.0,15.0,14.443850913078677,553.2455387975061,13.8,6.985714285714285,7.0,218.34683300952685,66.2697317018194,4139.411554758153,40.93619367114507,95.96137522526514,1.1877728517140225,173.45169277612206,2.1469180832360224,85.87051869261845,99.80672015661786,88.2658,57.57884652058228,93.98275379404703,43.55713364268117
18,1.0,15.0,15.443850913078677,381.9769686522203,13.028571428571428,7.071428571428571,7.0,230.07652099340268,74.85730054448445,2368.7285472742665,33.92851782676796,53.41471139979815,0.6571109576322871,139.83751844585896,1.7202894717732806,70.0307914191875,99.7942340151364,88.1584,58.56166952726281,94.03580689740842,36.08042398549675
21,1.0,23.0,7.9841901287396695,552.6748562807614,1.2714285714285714,2.9571428571428573,7.0,123.58980358849828,78.63147623694064,2681.3525122217725,26.544281735894465,63.81897948282242,0.8867972026277775,115.4729200316688,1.6045549974817026,59.11129510772481,99.73058791753766,88.1178,54.3053968803055,94.09477032424074,28.21015625462036
22,1.0,23.0,8.98419012873967,682.4057090739522,4.8428571428571425,4.271428571428571,7.0,134.43721312531716,69.05383497165774,4605.974324205414,36.92883718173491,107.79439508207264,1.4780543465294556,157.96232893237854,2.1659466309788438,81.62945114840738,99.74681248937497,88.235,54.68074662885347,94.00358230788731,39.28449988297565
23,1.0,23.0,9.98419012873967,721.9610656028926,7.599999999999999,3.542857142857143,7.0,147.47208651124498,61.27608604039116,5443.1449491717885,41.24989941812233,126.36337767112894,1.7258037045382093,175.02796714613118,2.390438746301411,90.63242785228601,99.78665663053509,88.2146,55.01713122426908,93.97847597337166,43.892922279150696
24,1.0,23.0,10.98419012873967,807.7346566506789,10.0,3.9,7.0,162.892605229925,56.0802729817563,6369.976130907768,43.147522062200686,145.02696547427757,1.993488805666074,179.54778129199104,2.467999595228707,93.977927667037,99.85965055482244,88.2084,55.477802022146896,93.95302389732214,45.92456982476163
